SchoolDepartment,CourseTitle,Finish Time,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,StartTime
Academic Affairs and Staff Devel,21-Day Wellbeing Challenge campaign,2020-03-26 20:58:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",2020-03-23,17:14:00,2020-03-23 17:14:00
Academic Affairs & Staff Development,Teleworking resources wepbage,2020-03-27 20:08:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming",2020-03-23,22:14:00,2020-03-23 22:14:00
Academic Affairs & Staff Development,21-Day Wellbeing message,2020-03-31 23:41:00,dwetherheadb@livejournal.com,"Internal and External Communication, Video Editing and Production, Website Programming",Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, Internal and External Communication",2020-03-24,21:11:00,2020-03-24 21:11:00
Facilities & Maintenance Engineering,Change in security service vendor,2020-04-03 01:20:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Graphic Design",2020-03-25,00:59:00,2020-03-25 00:59:00
Academic Affairs and Staff Devel,"Current COVID-19 Work, Stay Home Order, and Leave Guidance",2020-04-04 00:32:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication, Website Programming",2020-03-25,22:38:00,2020-03-25 22:38:00
Urban Planning & Public Infrastructure,Love to Ride Wrap-up email,2020-04-04 00:34:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication",2020-03-26,20:58:00,2020-03-26 20:58:00
Academic Affairs and Staff Devel,Bring Your Child to Work Day canceled + resources for employees caring for kids,2020-04-05 18:27:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming, Graphic Design",2020-03-27,20:08:00,2020-03-27 20:08:00
Academic Affairs and Staff Devel,Update to the Families First Coronavirus Response Act (FFCRA),2020-04-08 18:00:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Internal and External Communication, Website Programming, Proofreading and Quality Assurance",2020-03-31,23:41:00,2020-03-31 23:41:00
Partnerships and External Collabor,COVID-19 communications support,2020-04-08 19:28:00,dwetherheadb@livejournal.com,Issue and Risk Management,Samira Alaoui,Proofreading and Quality Assurance,2020-04-03,01:20:00,2020-04-03 01:20:00
Academic Affairs and Staff Dev,Employee Assistance Program resource for employees,2020-04-08 19:29:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Graphic Design, Writing and Editing, Website Programming",2020-04-04,00:32:00,2020-04-04 00:32:00
Academic Affairs and Staff Devel,Jail food service flyer,2020-04-21 15:33:00,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,Graphic Design,2020-04-04,00:34:00,2020-04-04 00:34:00
Academic Affairs and Staff Devel,2020 Standing Ovation Awards,2020-04-21 16:31:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",2020-04-05,18:27:00,2020-04-05 18:27:00
Facilities & Maintenance Engineering,CCB District Court fire alarm testing,2020-04-24 01:03:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-04-08,18:00:00,2020-04-08 18:00:00
Urban Planning and Public Infra,Retirement of Giselle Kamieniecki,2020-04-24 01:06:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Website Programming",2020-04-08,19:28:00,2020-04-08 19:28:00
Academic Affairs and Staff Devel,Martha Keogh's retirement,2020-04-24 16:45:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-04-08,19:29:00,2020-04-08 19:29:00
Urban Planning and Public Infra,Pierce Trips News Updates,2020-04-29 16:36:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance",2020-04-21,15:33:00,2020-04-21 15:33:00
Academic Affairs and Staff Dev,Standing Ovation Awards campaign,2020-04-29 19:40:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Writing and Editing, Graphic Design",2020-04-21,16:31:00,2020-04-21 16:31:00
Academic Affairs & Staff Development,21-Day Wellbeing Challenge campaign,2020-05-02 01:21:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",2020-04-24,01:03:00,2020-04-24 01:03:00
Research & Technical Publications,Pierce County Law Library receives prestigious community engagement award,2020-05-05 20:21:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",2020-04-24,01:06:00,2020-04-24 01:06:00
Academic Affairs and Staff Dev,Unpaid Leave Standby Status,2020-05-06 16:23:00,dwetherheadb@livejournal.com,"Strategic Planning and Project Management, Internal and External Communication",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-04-24,16:45:00,2020-04-24 16:45:00
Urban Planning & Public Infrastructure,Retirement of Beth Manley,2020-05-11 19:30:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Website Programming, Internal and External Communication",2020-04-29,16:36:00,2020-04-29 16:36:00
Academic Affairs and Staff Dev,Workday process change message,2020-05-13 01:02:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Internal and External Communication, Graphic Design, Proofreading and Quality Assurance, Website Programming",2020-04-29,19:40:00,2020-04-29 19:40:00
Academic Affairs and Staff Dev,Pierce County Job Fair flyer,2020-05-14 18:41:00,dwetherheadb@livejournal.com,"Event Management and Logistics, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Graphic Design, Technical Documentation",2020-05-02,01:21:00,2020-05-02 01:21:00
Security Systems Engineering,Correctional Officers Week,2020-05-15 15:55:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Internal and External Communication, Writing and Editing, Website Programming",2020-05-05,20:21:00,2020-05-05 20:21:00
Facilities & Maintenance Engineering,County-issued badges required at work,2020-05-18 23:24:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Writing and Editing, Internal and External Communication, Website Programming",2020-05-06,16:23:00,2020-05-06 16:23:00
Urban Planning and Public Infra,Winter farmers market,2020-05-20 20:15:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication, Website Programming",2020-05-11,19:30:00,2020-05-11 19:30:00
Partnerships and External Collabor,Peace Officers Memorial Day,2020-05-21 00:28:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"News and Media Communication, Proofreading and Quality Assurance",2020-05-13,01:02:00,2020-05-13 01:02:00
Academic Affairs & Staff Development,Unemployment benefits fraud webpage,2020-05-21 19:44:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming",2020-05-14,18:41:00,2020-05-14 18:41:00
Partnerships & External Collaboration,Pierce County Fair goes virtual in 2020,2020-05-28 23:14:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication",2020-05-15,15:55:00,2020-05-15 15:55:00
Urban Planning & Public Infrastructure,Pierce Trips news,2020-05-28 23:17:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance",2020-05-18,23:24:00,2020-05-18 23:24:00
Tech Communication and Media,Congrats 2020 graduates,2020-05-29 22:57:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Internal and External Communication, Graphic Design, Writing and Editing, Website Programming",2020-05-20,20:15:00,2020-05-20 20:15:00
Technical Communication & Media,Decommissioned vehicles and heavy equipment to be auctioned,2020-05-29 22:59:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Website Programming, Proofreading and Quality Assurance",2020-05-21,00:28:00,2020-05-21 00:28:00
Partnerships and External Collab,Flag lowering in honor of Memorial Day,2020-06-04 01:44:00,dwetherheadb@livejournal.com,"News Writing and Editing, Internal and External Communication",Samira Alaoui,Proofreading and Quality Assurance,2020-05-21,19:44:00,2020-05-21 19:44:00
Academic Affairs and Staff Dev,2020 Department Engagement survey,2020-06-04 18:11:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Survey Design and Data Analysis, Proofreading and Quality Assurance, Internal and External Communication",2020-05-28,23:14:00,2020-05-28 23:14:00
Academic Affairs and Staff Devel,Standing Ovation Awards extension,2020-06-04 18:12:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-05-28,23:17:00,2020-05-28 23:17:00
Urban Planning & Public Infrastructure,Retirement of Ed Fauxbel,2020-06-05 18:47:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Video Editing and Production",2020-05-29,22:57:00,2020-05-29 22:57:00
Regulatory Eng,Retirement of April McComb,2020-06-05 23:17:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Website Programming",2020-05-29,22:59:00,2020-05-29 22:59:00
Technical Communication & Media,"Protest to take place at County-City Building Thursday, June 4",2020-06-07 19:18:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Writing and Editing, Website Programming, Internal and External Communication",2020-06-04,01:44:00,2020-06-04 01:44:00
Academic Affairs and Staff Dev,Gina McAlpine's retirement,2020-06-08 20:45:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, Internal and External Communication",2020-06-04,18:11:00,2020-06-04 18:11:00
Technical Comm and Media,UPDATE: Protest to take place at County-City Building,2020-06-10 19:53:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Website Programming, Writing and Editing",2020-06-04,18:12:00,2020-06-04 18:12:00
Security Systems Engin,Correctional Officers Week #2,2020-06-11 00:41:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Writing and Editing, Website Programming, Graphic Design",2020-06-05,18:47:00,2020-06-05 18:47:00
Academic Affairs and Staff Devel,Preparing employees for safely returning to work in Phase 3,2020-06-12 23:18:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Writing and Editing, Internal and External Communication, Website Programming",2020-06-05,23:17:00,2020-06-05 23:17:00
Academic Affairs and Staff Dev,Standing Ovation Awards reminder,2020-06-15 21:45:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing",2020-06-07,19:18:00,2020-06-07 19:18:00
Academic Affairs & Staff Development,Return to Work Safely update to employee COVID-19 page,2020-06-17 15:46:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming",2020-06-08,20:45:00,2020-06-08 20:45:00
Academic Affairs & Staff Development,Update Leadership certification webpage,2020-06-17 21:36:00,dwetherheadb@livejournal.com,Website Programming,Samira Alaoui,"Internal and External Communication, Website Programming",2020-06-10,19:53:00,2020-06-10 19:53:00
Environmental and Civil Engin,Pierce County Parks offers more ways to play in Phase 2,2020-06-17 21:37:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Website Programming, News and Media Communication, Proofreading and Quality Assurance",2020-06-11,00:41:00,2020-06-11 00:41:00
Academic Affairs and Staff Devel,DEI recommended reading resources,2020-06-17 21:54:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, Internal and External Communication",2020-06-12,23:18:00,2020-06-12 23:18:00
Administrative & Procedural Engineering,Kathleen Barnett's retirement,2020-06-24 19:44:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Website Programming, Internal and External Communication, Proofreading and Quality Assurance",2020-06-15,21:45:00,2020-06-15 21:45:00
Urban Planning & Public Infrastructure,Decommissioned vehicles and heavy equipment to be auctioned,2020-06-25 17:23:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,Internal and External Communication,2020-06-17,15:46:00,2020-06-17 15:46:00
Academic Affairs and Staff Devel,EI&R event webpage,2020-06-26 16:52:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-06-17,21:36:00,2020-06-17 21:36:00
Academic Affairs & Staff Development,EI&R Save the date,2020-06-26 20:50:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Writing and Editing, Graphic Design",2020-06-17,21:37:00,2020-06-17 21:37:00
Academic Affairs and Staff Devel,Virtual Supervisor fillable PDF forms,2020-06-29 16:39:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Data Collection Tools, Graphic Design",2020-06-17,21:54:00,2020-06-17 21:54:00
Technical Communication & Media,Intranet carousel (new/ improved Want Ads and PERSON Search),2020-06-29 22:15:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming",2020-06-24,19:44:00,2020-06-24 19:44:00
Regulatory Engin,Karen Platt's retirement,2020-06-30 00:49:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Website Programming",2020-06-25,17:23:00,2020-06-25 17:23:00
Academic Affairs and Staff Devel,Fillable Leadership Basics Independent Learning form,2020-07-05 00:49:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Data Collection Tools, Graphic Design",2020-06-26,16:52:00,2020-06-26 16:52:00
Environmental and Civil Engin,Patty Griffith's retirement,2020-07-15 17:01:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-06-26,20:50:00,2020-06-26 20:50:00
Urban Planning & Public Infrastructure,Project to increase pedestrian safety along 12th Avenue South and 124th Street South starts July 6,2020-07-15 17:03:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,News and Media Communication,2020-06-29,16:39:00,2020-06-29 16:39:00
Environmental and Civil Engin,Scott Hall retirement,2020-07-15 22:00:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication, Website Programming",2020-06-29,22:15:00,2020-06-29 22:15:00
Academic Affairs & Staff Development,Supervisor Essentials fillable forms,2020-07-17 16:58:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Data Collection Tools",2020-06-30,00:49:00,2020-06-30 00:49:00
Financal Engineering,Create telecommuting survey to management,2020-07-17 17:00:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Survey Design and Data Analysis, Internal and External Communication, Graphic Design, Proofreading and Quality Assurance",2020-07-05,00:49:00,2020-07-05 00:49:00
Academic Affairs & Staff Development,Workforce Virtual JobFest,2020-07-22 19:35:00,dwetherheadb@livejournal.com,"Website Programming, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Website Programming",2020-07-15,17:01:00,2020-07-15 17:01:00
Regulatory Engin,Grace Kingman retirement,2020-07-22 20:09:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Website Programming",2020-07-15,17:03:00,2020-07-15 17:03:00
Urban Planning & Public Infrastructure,Pierce Trips News,2020-07-23 17:16:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication",2020-07-15,22:00:00,2020-07-15 22:00:00
Academic Affairs & Staff Development,Standing Ovation Awards fillable score form,2020-07-23 19:29:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,Data Collection Tools,2020-07-17,16:58:00,2020-07-17 16:58:00
Youth Outreach and Train,Equity In Motion forms,2020-07-24 16:50:00,dwetherheadb@livejournal.com,"Internal and External Communication, Data Collection Tools",Samira Alaoui,"Internal and External Communication, Graphic Design, Data Collection Tools",2020-07-17,17:00:00,2020-07-17 17:00:00
Financial Enginering,Finance Payment Drop Box,2020-07-24 23:33:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication, Website Programming",2020-07-22,19:35:00,2020-07-22 19:35:00
Academic Affairs & Staff Development,Standing Ovation Awards nomination announcement,2020-07-25 00:47:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Graphic Design",2020-07-22,20:09:00,2020-07-22 20:09:00
Social Impact Engin,Workshop provides guidance on essential legal documents,2020-07-29 18:17:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",2020-07-23,17:16:00,2020-07-23 17:16:00
Academic Affairs and Staff Dev,Face covering information for employees,2020-07-30 18:12:00,dwetherheadb@livejournal.com,"Communication Planning/Strategy, Website Programming, Internal and External Communication",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-07-23,19:29:00,2020-07-23 19:29:00
Facilities and Maintenance Eng,Stair signage,2020-07-31 21:46:00,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Graphic Design, Technical Documentation",2020-07-24,16:50:00,2020-07-24 16:50:00
Environmental & Civil Engineering,Gerry Olson retirement,2020-08-01 16:30:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication, Website Programming",2020-07-24,23:33:00,2020-07-24 23:33:00
Environmental and Civil Engin,Parks virtual camp,2020-08-04 17:59:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Website Programming, Proofreading and Quality Assurance, Internal and External Communication",2020-07-25,00:47:00,2020-07-25 00:47:00
Safety Engineering and Crisis Mgmt,Burn ban goes into effect Thursday morning in unincorporated Pierce County,2020-08-05 17:12:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"News and Media Communication, Proofreading and Quality Assurance",2020-07-29,18:17:00,2020-07-29 18:17:00
Quality Assurance and Risk Mgmt,Media Advisory: COVID-19 prompts changes for media onsite at Pierce County Elections,2020-08-05 17:14:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"News and Media Communication, Proofreading and Quality Assurance",2020-07-30,18:12:00,2020-07-30 18:12:00
Partnerships and External Collabor,Flag lowering in honor of Trooper Justin Schaffer,2020-08-05 23:34:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication",2020-07-31,21:46:00,2020-07-31 21:46:00
Urban Planning & Public Infrastructure,Pierce Trips News,2020-08-09 19:07:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-08-01,16:30:00,2020-08-01 16:30:00
Academic Affairs & Staff Development,COVID-19 leave mesaging,2020-08-09 19:57:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-08-04,17:59:00,2020-08-04 17:59:00
Financial Eng,Telecommuting survey message to management,2020-08-09 23:49:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Writing and Editing, Internal and External Communication",2020-08-05,17:12:00,2020-08-05 17:12:00
Academic Affairs and Staff Dev,UPDATE: Fraudulent unemployment claims,2020-08-10 16:42:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-08-05,17:14:00,2020-08-05 17:14:00
Quality Assurance & Risk Management,Auditor seeks to appoint committee members for voters’ pamphlet,2020-08-12 02:15:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",2020-08-05,23:34:00,2020-08-05 23:34:00
Tech Communication and Media,Wildfire smoke alert issued for Puget Sound region,2020-08-12 02:53:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication",2020-08-09,19:07:00,2020-08-09 19:07:00
Social Impact Eng,Self-care is vital when providing care for Alzheimer’s,2020-08-13 20:33:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",2020-08-09,19:57:00,2020-08-09 19:57:00
Social Impact Engin,Workshop examines pros and cons of reverse mortgages,2020-08-14 21:39:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"News and Media Communication, Website Programming, Proofreading and Quality Assurance",2020-08-09,23:49:00,2020-08-09 23:49:00
Academic Affairs and Staff Devel,Vacation carryover message,2020-08-14 21:41:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Graphic Design, Website Programming",2020-08-10,16:42:00,2020-08-10 16:42:00
Academic Affairs & Staff Development,Telework outreach,2020-08-18 17:45:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Proofreading and Quality Assurance",2020-08-12,02:15:00,2020-08-12 02:15:00
Academic Affairs and Staff Dev,Employee Learning Week #2,2020-08-18 22:34:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Social Media Strategy",2020-08-12,02:53:00,2020-08-12 02:53:00
Quality Assurance & Risk Management,Pierce County Canvassing Board meeting canceled,2020-08-20 22:48:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",2020-08-13,20:33:00,2020-08-13 20:33:00
Academic Affairs and Staff Devel,Virtual-led classes,2020-08-25 18:44:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Graphic Design, Proofreading and Quality Assurance",2020-08-14,21:39:00,2020-08-14 21:39:00
Academic Affairs and Staff Dev,Required Courses webpage update,2020-09-01 18:58:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,Website Programming,2020-08-14,21:41:00,2020-08-14 21:41:00
Partnerships and External Collab,"WSDOT Traffic Advisory: Overnight closures along I-5, Aug. 28 & 29",2020-09-01 19:46:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Website Programming, Proofreading and Quality Assurance",2020-08-18,17:45:00,2020-08-18 17:45:00
Quality Assurance and Risk Mgmt,Media Advisory: Auditor schedules mandatory machine recount,2020-09-03 05:53:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication",2020-08-18,22:34:00,2020-08-18 22:34:00
Financial Eng,Secondary containers: What are they and how to label them,2020-09-06 00:02:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-08-20,22:48:00,2020-08-20 22:48:00
Academic Affairs & Staff Development,Onboarding/offboarding graphic,2020-09-08 23:51:00,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,Graphic Design,2020-08-25,18:44:00,2020-08-25 18:44:00
Academic Affairs and Staff Devel,Employee engagement/recruitment project,2020-09-09 23:12:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports)",Samira Alaoui,"Internal and External Communication, Website Programming, Graphic Design, Data Collection Tools, Writing and Editing",2020-09-01,18:58:00,2020-09-01 18:58:00
Academic Affairs & Staff Development,Debbie Young's retirement,2020-09-09 23:13:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance, Website Programming",2020-09-01,19:46:00,2020-09-01 19:46:00
Financial Enginering,Flu shot project,2020-09-10 20:26:00,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Brochures, Posters, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",2020-09-03,05:53:00,2020-09-03 05:53:00
Academic Affairs & Staff Development,Employee Engagement survey messaging,2020-09-11 16:54:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Writing and Editing",2020-09-06,00:02:00,2020-09-06 00:02:00
Social Impact Engin,Medicare changes place responsibilities on beneficiaries,2020-09-11 18:31:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",2020-09-08,23:51:00,2020-09-08 23:51:00
Academic Affairs and Staff Devel,On-Boarding Checklist PDF,2020-09-11 20:40:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Proofreading and Quality Assurance, Data Collection Tools",2020-09-09,23:12:00,2020-09-09 23:12:00
Environmental and Civil Eng,Fantasy Lights job opportunity,2020-09-14 20:11:00,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Website Programming, Proofreading and Quality Assurance, Internal and External Communication",2020-09-09,23:13:00,2020-09-09 23:13:00
Safety Eng and Crisis Management,Pierce County fire marshal determines Graham fire accidental,2020-09-14 20:21:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, News and Media Communication",2020-09-10,20:26:00,2020-09-10 20:26:00
Academic Affairs and Staff Dev,Building Effective Team Independent Learning form,2020-09-14 23:17:00,dwetherheadb@livejournal.com,Data Collection Tools,Samira Alaoui,"Graphic Design, Data Collection Tools",2020-09-11,16:54:00,2020-09-11 16:54:00
Financial Eng,Flu shot spotlight,2020-09-15 19:28:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Graphic Design",2020-09-11,18:31:00,2020-09-11 18:31:00
Safety Eng and Crisis Management,Saturday mobile testing stations postponed,2020-09-15 19:35:00,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"News and Media Communication, Proofreading and Quality Assurance, Website Programming",2020-09-11,20:40:00,2020-09-11 20:40:00
Quality Assurance and Risk Mgmt,Edit letter to voters,2020-09-15 21:41:00,dwetherheadb@livejournal.com,Technical Writing,Samira Alaoui,"Proofreading and Quality Assurance, Writing and Editing",2020-09-14,20:11:00,2020-09-14 20:11:00
Administrative and Procedural Eng,Coat drive,2020-09-16 03:48:00,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",2020-09-14,20:21:00,2020-09-14 20:21:00
